Corporation ID,CORPORATION_NAME,IDOE_SCHOOL_ID,SCHOOL_NAME,2023-2024 ATTENDANCE RATE
-999,Independent Non-Public Schools,A004,Hagia Sophia Classical Academy,0.9518197573656846
-999,Independent Non-Public Schools,A042,River Montessori High School,0.9348427489807805
-999,Independent Non-Public Schools,A102,Maple Creek Adventist Academy,0.8517766497461929
-999,Independent Non-Public Schools,A115,International Soccer Academy of America,0.8768612852664577
-999,Independent Non-Public Schools,A119,Dana Christian School Corporation,0.9212954245904726
-999,Independent Non-Public Schools,A121,Evansville Adventist Academy,0.9579447322970639
-999,Independent Non-Public Schools,A122,Illiana Christian High School,0.9611441815824135
-999,Independent Non-Public Schools,A126,Edinburgh Christian School,0.946197114208853
-999,Independent Non-Public Schools,A127,The CTM Academy,0.9670623494152906
-999,Independent Non-Public Schools,A138,Hillsboro Christian Academy,0.9611289923248328
-999,Independent Non-Public Schools,A142,Emmanuel Christian School of Fort Wayne,0.9584396345979754
-999,Independent Non-Public Schools,A148,INspire Academy,0.9762790697674418
-999,Independent Non-Public Schools,A149,Apogee School For The Gifted ,0.911759473403309
-999,Independent Non-Public Schools,A152,Stepping Stones Education Academy,0.9145820622330689
-999,Independent Non-Public Schools,A170,Blackhawk Christian Mdl/High Sch,0.9936678803229381
-999,Independent Non-Public Schools,A172,Blackhawk Christian Elementary Sch,0.9949149438165932
-999,Independent Non-Public Schools,A208,Marian University Preparatory School,0.9663250366032211
-999,Independent Non-Public Schools,A236,Cornerstone College Prep Sch,0.9476167626359565
-999,Independent Non-Public Schools,A249,Central Christian School,0.9497842440905793
-999,Independent Non-Public Schools,A260,Aboite Christian School,0.9529768676526356
-999,Independent Non-Public Schools,A275,Crossroad Child & Family Services,1.0
-999,Independent Non-Public Schools,A293,Darul Uloom Al Ansaar,0.9788512376832492
-999,Independent Non-Public Schools,A303,FaithPrep Indiana,0.9199743918053778
-999,Independent Non-Public Schools,A304,GEO Focus Academy,0.9516793066088841
-999,Independent Non-Public Schools,A306,Harriet Tubman School of Excellence,0.9231354642313546
-999,Independent Non-Public Schools,A308,Islamic Academy of Kendallville,0.9532374100719424
-999,Independent Non-Public Schools,A311,Saint Thomas More Academy,0.9473276760458538
-999,Independent Non-Public Schools,A317,Liberty Academy of Columbus,0.9553273769835978
-999,Independent Non-Public Schools,A324,Montessori Science Academy,0.9769917582417582
-999,Independent Non-Public Schools,A423,St Paul Lutheran Preschool,0.9252026529108327
-999,Independent Non-Public Schools,A450,Columbus Christian School Inc,0.9567308956126285
-999,Independent Non-Public Schools,A480,James E Davis School,0.9001540535336029
-999,Independent Non-Public Schools,A724,Good Shepherd Christian Academy,0.9527633443552197
-999,Independent Non-Public Schools,A740,Lakewood Park Christian School,0.9567271822929619
-999,Independent Non-Public Schools,A746,Heritage Hall Christian School,0.9277206851119895
-999,Independent Non-Public Schools,A875,Clinton Christian School,0.9419329600743258
-999,Independent Non-Public Schools,A990,Elkhart Christian Academy,0.9485833549808755
-999,Independent Non-Public Schools,B009,The Crossing Educational Center,0.8018097334311568
-999,Independent Non-Public Schools,B015,Bethany Christian School,0.9644408251900108
-999,Independent Non-Public Schools,B045,Christian Academy of Indiana,0.9524169538572756
-999,Independent Non-Public Schools,B085,Covington Christian School,0.9590120861797162
-999,Independent Non-Public Schools,B118,Kinwell Academy Inc,0.7359842378649472
-999,Independent Non-Public Schools,B129,Life Christian STEAM Academy,0.8970395216567012
-999,Independent Non-Public Schools,B131,Genai Excellence Academy,0.9193341869398207
-999,Independent Non-Public Schools,B136,The King's Academy,0.9397039616891598
-999,Independent Non-Public Schools,B145,Lakeview Christian School Inc,0.9460921069573801
-999,Independent Non-Public Schools,B157,The Montessori School at WPC,0.8882369376920928
-999,Independent Non-Public Schools,B160,Eman Schools,0.9714891984017698
-999,Independent Non-Public Schools,B161,Fishers Christian Academy,0.981714418821337
-999,Independent Non-Public Schools,B167,Paddock View Residential Center,0.9963333333333333
-999,Independent Non-Public Schools,B190,Indiana Academy,0.9992854693037613
-999,Independent Non-Public Schools,B195,Cicero Adventist School,0.9506437768240343
-999,Independent Non-Public Schools,B205,Union Bible College & Academy,0.9369761845490001
-999,Independent Non-Public Schools,B233,Transitions Academy,1.0
-999,Independent Non-Public Schools,B241,University High School of Indiana,0.9598577235772358
-999,Independent Non-Public Schools,B248,Legacy Christian School,0.9536381259476785
-999,Independent Non-Public Schools,B251,Indy West Early Learning Center,0.9438346567024755
-999,Independent Non-Public Schools,B290,Bethesda Christian School,0.9607613250848134
-999,Independent Non-Public Schools,B295,Indy West Christian School,0.9452792618976946
-999,Independent Non-Public Schools,B299,Legacy Learning Center,0.9888864458614004
-999,Independent Non-Public Schools,B302,Guidance Islamic School,0.9193980929678188
-999,Independent Non-Public Schools,B455,Sandy Creek Christian Academy ,0.9653334470407641
-999,Independent Non-Public Schools,B459,Zion Lutheran School,0.9451450189155107
-999,Independent Non-Public Schools,B469,DeMotte Christian High School,0.965338043935955
-999,Independent Non-Public Schools,B470,DeMotte Christian School,0.9612317484088356
-999,Independent Non-Public Schools,B483,Jay County Christian Academy,0.951119297251346
-999,Independent Non-Public Schools,B493,Christian Academy of Madison,0.9453748217021501
-999,Independent Non-Public Schools,B549,Greenwood Christian School,0.9603843208243403
-999,Independent Non-Public Schools,B557,Pierceton Woods Academy,0.9995440333507035
-999,Independent Non-Public Schools,B595,Lakeland Christian Academy,0.9409713747777274
-999,Independent Non-Public Schools,B771,Crown Point Christian School,0.9510905261599849
-999,Independent Non-Public Schools,B773,Northwest Adventist Christian Sch,0.9513368983957219
-999,Independent Non-Public Schools,B806,Ambassador Christian Academy,0.9267911575603883
-999,Independent Non-Public Schools,B815,Calumet Christian School,0.941282814778804
-999,Independent Non-Public Schools,B821,Indiana Horizon Academy,0.9326367591469938
-999,Independent Non-Public Schools,B951,Morning Star Academy,0.9288260869565217
-999,Independent Non-Public Schools,C020,Highland Christian School,0.9665598424866993
-999,Independent Non-Public Schools,C112,Door Prairie Adventist School,0.9424460431654677
-999,Independent Non-Public Schools,C175,Indiana Christian Academy,0.9333963403428631
-999,Independent Non-Public Schools,C215,Cross Street Christian School,0.9510095476600406
-999,Independent Non-Public Schools,C225,Liberty Christian School,0.9255518084613295
-999,Independent Non-Public Schools,C226,Liberty Christian Elementary,0.9476021065605916
-999,Independent Non-Public Schools,C250,Anderson Christian School,0.9482053611994548
-999,Independent Non-Public Schools,C257,Damar Academy,0.9996820096987042
-999,Independent Non-Public Schools,C271,Curtis Wilson Primary School,0.9662784316116836
-999,Independent Non-Public Schools,C275,Heritage Christian School,0.9536272235698883
-999,Independent Non-Public Schools,C281,Cornerstone Baptist Academy,0.9395052426696804
-999,Independent Non-Public Schools,C282,Horizon Christian School,0.9447671061098553
-999,Independent Non-Public Schools,C325,Suburban Christian School,0.959201126873931
-999,Independent Non-Public Schools,C360,Brebeuf Jesuit Preparatory School,0.9741019612107045
-999,Independent Non-Public Schools,C375,Traders Point Christian Schools,0.9487020608845028
-999,Independent Non-Public Schools,C396,Burge Terrace Christian School,0.9371964033486064
-999,Independent Non-Public Schools,C455,Indianapolis Junior Academy,0.954875928560139
-999,Independent Non-Public Schools,C475,Hasten Hebrew Acad of Indianapolis,0.9501898114131766
-999,Independent Non-Public Schools,C495,Colonial Christian School,0.9668210133582065
-999,Independent Non-Public Schools,C513,Islamic Academy of Indianapolis,0.9580740070159557
-999,Independent Non-Public Schools,C514,Crosspointe Christian Academy,0.9548633814817017
-999,Independent Non-Public Schools,C519,Chapel Hill Christian School,0.759090909090909
-999,Independent Non-Public Schools,C527,Covenant Christian High School,0.9348606637311977
-999,Independent Non-Public Schools,C561,Trinity Christian School,0.9143416127934672
-999,Independent Non-Public Schools,C563,Shepherd Community Academy ,0.924489395129615
-999,Independent Non-Public Schools,C575,Central Christian Academy,0.9251492848215526
-999,Independent Non-Public Schools,C580,Calvary Christian School,0.9659934099655406
-999,Independent Non-Public Schools,C589,The Independence Academy,0.9398890810423997
-999,Independent Non-Public Schools,C628,MTI School of Knowledge,0.9359569130296272
-999,Independent Non-Public Schools,C677,International Sch of IN HS (9-12),0.9646562725406426
-999,Independent Non-Public Schools,C678,International Sch of IN (6-8),0.9660341342914889
-999,Independent Non-Public Schools,C679,Indianapolis Southside Christian Academy,0.9758203799654577
-999,Independent Non-Public Schools,C690,Capitol City SDA Church School,0.983615221987315
-999,Independent Non-Public Schools,C699,TP Schools,0.9548158867985207
-999,Independent Non-Public Schools,C791,School for Community Learning,0.906552312820096
-999,Independent Non-Public Schools,C850,Grace Baptist Christian School,0.9680596869361682
-999,Independent Non-Public Schools,C905,Adventist Christian Elementary,0.949166004765687
-999,Independent Non-Public Schools,C910,Covenant Christian School,0.9051212017753499
-999,Independent Non-Public Schools,C927,Lighthouse Christian Academy,0.966488949562779
-999,Independent Non-Public Schools,C933,Clear Creek Christian School,0.9704921123750864
-999,Independent Non-Public Schools,C940,Tabernacle Christian School,0.9450299861391303
-999,Independent Non-Public Schools,C954,Greenwood Christian Academy High School,0.9614118266824707
-999,Independent Non-Public Schools,C965,Mooresville Christian Academy,0.9562122031564974
-999,Independent Non-Public Schools,C966,Greenwood Christian Academy,0.96222133359992
-999,Independent Non-Public Schools,D056,Shults-Lewis Child & Family Srvs,1.0
-999,Independent Non-Public Schools,D063,Emmanuel Baptist Academy,0.9714982667864938
-999,Independent Non-Public Schools,D073,Victory Christian Academy,0.9405163095313791
-999,Independent Non-Public Schools,D080,Portage Christian School,0.9371287375829881
-999,Independent Non-Public Schools,D158,North Liberty Christian School,0.9434667839859217
-999,Independent Non-Public Schools,D189,Covenant Christian School,0.951085138179466
-999,Independent Non-Public Schools,D195,South Bend Hebrew Day School,0.9572348977420498
-999,Independent Non-Public Schools,D196,Bais Yaakov High School of Indiana,0.9540385265292328
-999,Independent Non-Public Schools,D217,Trinity School At Greenlawn,0.9473715622612682
-999,Independent Non-Public Schools,D249,New Vision Christian Academy,0.9746941045606229
-999,Independent Non-Public Schools,D281,Yeshiva of South Bend,0.9731682146542827
-999,Independent Non-Public Schools,D300,South Bend Jr Academy School,0.9281076801266825
-999,Independent Non-Public Schools,D305,Community Baptist Christian School,0.9519069054214484
-999,Independent Non-Public Schools,D310,Granger Christian School,0.9574485286191656
-999,Independent Non-Public Schools,D315,"Michiana Christian Academy, Inc.",0.9303142885831911
-999,Independent Non-Public Schools,D329,Grace Christian Academy Inc,0.9391503171559227
-999,Independent Non-Public Schools,D440,Lafayette Christian School,0.949414960671863
-999,Independent Non-Public Schools,D451,T. C. Harris School,0.9804896390374331
-999,Independent Non-Public Schools,D452,Faith Christian School,0.9596147041774258
-999,Independent Non-Public Schools,D485,Evansville Christian School,0.956855617775158
-999,Independent Non-Public Schools,D489,Evansville Christian Sch Newburgh,0.960577172423161
-999,Independent Non-Public Schools,D525,Evansville Day School,0.9472623966942149
-999,Independent Non-Public Schools,D725,Holy Cross School,1.0
-999,Independent Non-Public Schools,D845,Richmond Adventist Elementary School,0.9840848806366048
-999,Independent Non-Public Schools,D862,Community Christian School,0.9431598419238207
-999,Independent Non-Public Schools,D875,Kingdom Academy of Bluffton Inc,0.9722868539139106
-999,Independent Non-Public Schools,D907,T.R.O.Y. Center,0.8931637032495402
-999,Independent Non-Public Schools,D912,Al Haqq Foundation Academy ,0.9851396727870257
-999,Independent Non-Public Schools,D913,Israel School of Excellence ,0.9281720764093804
-999,Independent Non-Public Schools,D914,International Leadership Schools,0.9355927335391685
-999,Independent Non-Public Schools,D915,Israel School of Excellence Prep,0.9428738545525444
-999,Independent Non-Public Schools,D918,Alyssum Montessori School,0.9492067909824659
15,Adams Central Community Schools,0013,Adams Central Middle School,0.9710754831132781
15,Adams Central Community Schools,0020,Adams Central Elementary School,0.9637482598812314
15,Adams Central Community Schools,0021,Adams Central High School,0.9643722258782677
25,North Adams Community Schools,0029,Bellmont Senior High School,0.9446077970878347
25,North Adams Community Schools,0033,Bellmont Middle School,0.9927967666934661
25,North Adams Community Schools,0037,Bellmont Elementary ,0.9828084408185589
35,South Adams Schools,0017,South Adams Middle School,0.9644485228820082
35,South Adams Schools,0023,South Adams High School,0.9545657477239026
35,South Adams Schools,0025,South Adams Elementary School,0.9520799022472507
125,MSD Southwest Allen County Schls,0045,Aboite Elementary School,0.9962890827580644
125,MSD Southwest Allen County Schls,0046,Whispering Meadow Elementary Sch,0.998458764075573
125,MSD Southwest Allen County Schls,0047,Homestead High School,0.9966218334123859
125,MSD Southwest Allen County Schls,0063,Summit Middle School,0.9690939982362775
125,MSD Southwest Allen County Schls,0064,Lafayette Meadow School,0.9973632749145034
125,MSD Southwest Allen County Schls,0067,Woodside Middle School,0.9967536514496387
125,MSD Southwest Allen County Schls,0068,Haverhill Elementary School,0.9972367491166078
125,MSD Southwest Allen County Schls,0071,Deer Ridge Elementary,0.9969616407140144
125,MSD Southwest Allen County Schls,0072,Covington Elementary School,0.9967497759397035
125,MSD Southwest Allen County Schls,0188,eSACS Virtual School,1.0
225,Northwest Allen County Schools,0069,Arcola School,0.968803356261281
225,Northwest Allen County Schools,0079,Maple Creek Middle School,0.9594834991271579
225,Northwest Allen County Schools,0087,Hickory Center Elementary School,0.9685986701794004
225,Northwest Allen County Schools,0089,Huntertown Elementary School,0.9606639975748199
225,Northwest Allen County Schools,0090,Carroll Middle School,0.9580858468037701
225,Northwest Allen County Schools,0091,Carroll High School,0.951539794396363
225,Northwest Allen County Schools,0092,Perry Hill Elementary School,0.9667743566982856
225,Northwest Allen County Schools,0094,Oak View Elementary School,0.9665680580982287
225,Northwest Allen County Schools,0095,Cedar Canyon Elementary School,0.9632320587256785
225,Northwest Allen County Schools,0096,Eel River Elementary School,0.9575735313410123
225,Northwest Allen County Schools,0098,Aspen Meadow Elementary School,0.9567111378732853
235,Fort Wayne Community Schools,0100,Allen Co Juvenile Center,1.0
235,Fort Wayne Community Schools,0101,North Side High School,0.9053923028025652
235,Fort Wayne Community Schools,0102,R Nelson Snider High School,0.9356239846915193
235,Fort Wayne Community Schools,0105,South Side High School,0.9095288928276501
235,Fort Wayne Community Schools,0107,Blackhawk Middle School,0.9337492840340493
235,Fort Wayne Community Schools,0118,Jeff H Towles Intermediate School,0.9656429346983093
235,Fort Wayne Community Schools,0119,Jefferson Middle School,0.9374571879560414
235,Fort Wayne Community Schools,0121,Kekionga Middle School,0.9126912133419726
235,Fort Wayne Community Schools,0125,Lakeside Middle School,0.9013531539613102
235,Fort Wayne Community Schools,0126,Lane Middle School,0.9270958433413398
235,Fort Wayne Community Schools,0127,Memorial Park Middle School,0.9489301106553694
235,Fort Wayne Community Schools,0128,Miami Middle School,0.9068413059117745
235,Fort Wayne Community Schools,0129,Northwood Middle School,0.9295566809281289
235,Fort Wayne Community Schools,0133,Portage Middle School,0.9084671851151973
235,Fort Wayne Community Schools,0134,Weisser Park Elementary School,0.9563666796640957
235,Fort Wayne Community Schools,0136,Fairfield Elementary School,0.9339623769002773
235,Fort Wayne Community Schools,0137,Merle J Abbett Elementary School,0.9112991852460052
235,Fort Wayne Community Schools,0141,Adams Elementary School,0.9357500910962074
235,Fort Wayne Community Schools,0149,Bloomingdale Elementary School,0.9285652090625708
235,Fort Wayne Community Schools,0151,Bunche Elementary School,0.9376320814767664
235,Fort Wayne Community Schools,0153,Brentwood Elementary School,0.9270296693315213
235,Fort Wayne Community Schools,0154,Fred H Croninger Elementary School,0.9706098984140346
235,Fort Wayne Community Schools,0157,Forest Park Elementary School,0.9264661286378088
235,Fort Wayne Community Schools,0161,Franke Park Elementary School,0.9307267408837896
235,Fort Wayne Community Schools,0162,Glenwood Park Elementary School,0.957180379940138
235,Fort Wayne Community Schools,0164,J Wilbur Haley Elementary School,0.9379644012624788
235,Fort Wayne Community Schools,0177,Wayne High School,0.9084069443641081
235,Fort Wayne Community Schools,0178,Harrison Hill Elementary School,0.9385532728649022
235,Fort Wayne Community Schools,0186,Mabel K Holland Elementary School,0.9306176759996422
235,Fort Wayne Community Schools,0189,Indian Village Elementary School,0.9276568243325121
235,Fort Wayne Community Schools,0193,John S Irwin Elementary School,0.9581645086831182
235,Fort Wayne Community Schools,0197,Lindley Elementary School,0.9388559042503063
235,Fort Wayne Community Schools,0205,Maplewood Elementary School,0.9460824395170987
235,Fort Wayne Community Schools,0209,Willard Shambaugh Elementary Sch,0.9466603496096256
235,Fort Wayne Community Schools,0217,Northcrest Elementary School,0.9312798673111345
235,Fort Wayne Community Schools,0219,Northrop High School,0.9272714290140963
235,Fort Wayne Community Schools,0221,Francis M Price Elementary School,0.9360514196887572
235,Fort Wayne Community Schools,0233,Saint Joseph Central School,0.9445052187230537
235,Fort Wayne Community Schools,0239,Robert C Harris Elementary School,0.9491200104102281
235,Fort Wayne Community Schools,0240,Shawnee Middle School,0.9289293072693164
235,Fort Wayne Community Schools,0241,Whitney M Young Early Childhood,0.9560676940011007
235,Fort Wayne Community Schools,0248,Fort Wayne Virtual Academy,0.9994499449944995
235,Fort Wayne Community Schools,0249,Levan R Scott Academy,0.9358452472793526
235,Fort Wayne Community Schools,0253,South Wayne Elementary School,0.9382371297348333
235,Fort Wayne Community Schools,0257,Study Elementary School,0.925884286084926
235,Fort Wayne Community Schools,0265,Washington Elementary School,0.9194472806480158
235,Fort Wayne Community Schools,0269,Washington Center Elementary Sch,0.9319571245560835
235,Fort Wayne Community Schools,0270,Lincoln Elementary School,0.9338211013934883
235,Fort Wayne Community Schools,0273,Waynedale Elementary School,0.9228496138672678
235,Fort Wayne Community Schools,0275,Arlington Elementary School,0.9306906974614068
255,East Allen County Schools,0043,Prince Chapman Academy,0.93710497351459
255,East Allen County Schools,0049,Leo Junior/Senior High School,0.9540360688887854
255,East Allen County Schools,0053,Leo Elementary School,0.9644573860454698
255,East Allen County Schools,0081,Heritage Jr/Sr High School,0.9104083309654182
255,East Allen County Schools,0083,New Haven Primary School,0.925440697451619
255,East Allen County Schools,0281,Heritage Elementary School,0.937553050253553
255,East Allen County Schools,0285,Woodlan Jr/Sr High School,0.9442047528979326
255,East Allen County Schools,0291,Cedarville Elementary School,0.9624988076807373
255,East Allen County Schools,0294,Paul Harding Jr High School,0.9188277668631303
255,East Allen County Schools,0297,New Haven Jr/Sr High School,0.8958513072508346
255,East Allen County Schools,0305,New Haven Intermediate School,0.9433504747221436
255,East Allen County Schools,0310,Southwick Elementary School,0.9208960875052588
255,East Allen County Schools,0318,EACS Early Childhood Preschool,0.8698637316561845
255,East Allen County Schools,0323,Woodlan Elementary School,0.9432615545203256
255,East Allen County Schools,0394,East Allen University,0.9255624881830213
365,Bartholomew Con School Corp,0328,Clifty Creek Elementary School,0.933028471515875
365,Bartholomew Con School Corp,0346,CSA Lincoln Campus,0.9599522005062973
365,Bartholomew Con School Corp,0353,Mount Healthy Elementary School,0.9520230244774784
365,Bartholomew Con School Corp,0354,Richard L Johnson Early Educ Cntr,0.8841916558018252
365,Bartholomew Con School Corp,0357,Parkside Elementary School,0.9558522771965704
365,Bartholomew Con School Corp,0363,W D Richards Elementary School,0.9586070558182561
365,Bartholomew Con School Corp,0366,Rockcreek Elementary School,0.9554401246653614
365,Bartholomew Con School Corp,0369,Lillian Schmitt Elementary School,0.9346132887561406
365,Bartholomew Con School Corp,0371,L F Smith Elementary,0.9483895527395669
365,Bartholomew Con School Corp,0375,CSA Fodrea Campus,0.942190472164687
365,Bartholomew Con School Corp,0377,Taylorsville Elementary School,0.9495526983327847
365,Bartholomew Con School Corp,0390,Central Middle School,0.9407896113315712
365,Bartholomew Con School Corp,0392,Southside Elementary School,0.9602112398518168
365,Bartholomew Con School Corp,0395,Northside Middle School,0.9413227041146197
365,Bartholomew Con School Corp,0397,Columbus North High School,0.932181601716051
365,Bartholomew Con School Corp,0399,Columbus East High School,0.928243588576167
370,Flat Rock-Hawcreek School Corp,0409,Hope Elementary School,0.9454309363628105
370,Flat Rock-Hawcreek School Corp,0410,Hauser Jr-Sr High School,0.9311409341330366
395,Benton Community School Corp,0421,Otterbein Elementary School,0.9530893714994133
395,Benton Community School Corp,0445,Benton Central Jr-Sr High School,0.9441584328796983
395,Benton Community School Corp,0446,Prairie Crossing Elementary School,0.9427800348795292
515,Blackford County Schools,0489,Blackford Jr-Sr High School,0.9368655170790642
515,Blackford County Schools,0494,Blackford Intermediate School,0.945861129883773
515,Blackford County Schools,0501,Blackford Primary School,0.9348011498246833
615,Western Boone Co Com Sch Dist,0521,Granville Wells Elementary School,0.9555212001065183
615,Western Boone Co Com Sch Dist,0537,Thorntown Elementary School,0.9609052737862165
615,Western Boone Co Com Sch Dist,0539,Western Boone Jr-Sr High School,0.9483085388966537
630,Zionsville Community Schools,0510,Zionsville West Middle School,0.9639547936119189
630,Zionsville Community Schools,0511,Zionsville Middle School,0.9625238115396012
630,Zionsville Community Schools,0512,Zionsville Community High School,0.951339576645507
630,Zionsville Community Schools,0514,Eagle Elementary School,0.9631714509686812
630,Zionsville Community Schools,0517,Zionsville Pleasant View Elem Sch,0.9622414348187697
630,Zionsville Community Schools,0541,Union Elementary School,0.9658577185387439
630,Zionsville Community Schools,0542,Stonegate Elementary,0.9616057042953619
630,Zionsville Community Schools,0544,Boone Meadow,0.9668142523610206
630,Zionsville Community Schools,0546,Trailside Elementary School,0.9665937647411982
665,Lebanon Community School Corp,0534,Perry Worth Elementary School,0.9481544314209336
665,Lebanon Community School Corp,0553,Lebanon Senior High School,0.9305781082142965
665,Lebanon Community School Corp,0557,Lebanon Middle School,0.9450801380277207
665,Lebanon Community School Corp,0561,Central Elementary School,0.9480826121309005
665,Lebanon Community School Corp,0565,Harney Elementary School,0.9540766825972906
665,Lebanon Community School Corp,0569,Hattie B Stokes Elementary School,0.9425914097431024
670,Brown County School Corporation,0573,Brown County High School,0.9046526964963668
670,Brown County School Corporation,0577,Van Buren Elementary School,0.9328690941342858
670,Brown County School Corporation,0581,Helmsburg Elementary School,0.9405996274296158
670,Brown County School Corporation,0585,Sprunica Elementary School,0.9507122229793309
670,Brown County School Corporation,0587,Brown County Middle School,0.9309425468213903
750,Carroll Consolidated School Corp,0621,Carroll Senior High School,0.9520931040472468
750,Carroll Consolidated School Corp,0623,Carroll Junior High School,0.9523463015924052
750,Carroll Consolidated School Corp,0629,Carroll Elementary School,0.949057124741783
755,Delphi Community School Corp,0609,Delphi Community Middle School,0.964445004654049
755,Delphi Community School Corp,0637,Delphi Community High School,0.981692931961876
755,Delphi Community School Corp,0641,Delphi Community Elementary School,0.9903090052478917
775,Pioneer Regional School Corp,0645,Pioneer Jr-Sr High School,0.9428635669269989
775,Pioneer Regional School Corp,0649,Pioneer Elementary School,0.9504104559467043
815,Lewis Cass Schools ,0689,Lewis Cass High School,0.940880842621229
815,Lewis Cass Schools ,0691,Lewis Cass Junior High School ,0.9389202773272497
815,Lewis Cass Schools ,0695,Lewis Cass Elementary School,0.9730160437218306
875,Logansport Community Sch Corp,0701,Logansport Community High School,0.9600448891266982
875,Logansport Community Sch Corp,0702,Logansport Junior High School ,0.9445586943109798
875,Logansport Community Sch Corp,0709,Fairview Elementary School,0.9509387265318368
875,Logansport Community Sch Corp,0711,Landis Elementary School,0.9575201572694378
875,Logansport Community Sch Corp,0713,Columbia Elementary School,0.9486753311672081
875,Logansport Community Sch Corp,0714,Berry Preschool,0.9253341854396336
875,Logansport Community Sch Corp,0715,Logansport Intermediate School,0.9587001652332331
875,Logansport Community Sch Corp,0719,The Academy at Logansport Community School,0.8272453431202825
935,Borden-Henryville School Corporation,0765,Henryville Jr & Sr High School,0.9446423711620773
935,Borden-Henryville School Corporation,0767,Henryville Elementary School,0.9426421128559882
935,Borden-Henryville School Corporation,0813,William W Borden High School,0.9463360375709531
935,Borden-Henryville School Corporation,0815,William W Borden Elementary School,0.9433215218512419
945,Silver Creek School Corporation,0777,Silver Creek High School,0.9224465229669304
945,Silver Creek School Corporation,0781,Silver Creek Middle School,0.948951703481842
945,Silver Creek School Corporation,0789,Silver Creek Elementary School,0.9558824447984009
945,Silver Creek School Corporation,0818,Silver Creek Primary School,0.9629297221149258
1000,Clarksville Community School Corp,0833,Clarksville Senior High School,0.9343066243016549
1000,Clarksville Community School Corp,0845,Clarksville Elementary School,0.934162605429091
1000,Clarksville Community School Corp,0851,Clarksville Middle School,0.9361735694785508
1000,Clarksville Community School Corp,1007,Indiana Gateway Digital Academy,0.9184880139070513
1000,Clarksville Community School Corp,1008,Indiana Gateway Alternative School,0.8402014293980576
1010,Greater Clark County Schools,0755,W E Wilson Elementary,0.9326286996131572
1010,Greater Clark County Schools,0761,Thomas Jefferson Elementary School,0.9368030943017591
1010,Greater Clark County Schools,0801,Northaven Elementary School,0.9434172714431834
1010,Greater Clark County Schools,0805,Utica Elementary School,0.953390115324416
1010,Greater Clark County Schools,0807,New Washington Elementary School,0.9437609215077921
1010,Greater Clark County Schools,0809,New Washington Middle/High School,0.929043661517021
1010,Greater Clark County Schools,0821,Charlestown Senior High School,0.9200388679220254
1010,Greater Clark County Schools,0825,Jonathan Jennings Elementary Sch,0.9409605154716416
1010,Greater Clark County Schools,0829,Pleasant Ridge Elementary School,0.9248549900757328
1010,Greater Clark County Schools,0849,Jeffersonville High School,0.8775802744780489
1010,Greater Clark County Schools,0853,Parkview Middle School,0.921376241704447
1010,Greater Clark County Schools,0863,Charlestown Middle School,0.9304768660267749
1010,Greater Clark County Schools,0871,Riverside Elementary School,0.9375562790053336
1010,Greater Clark County Schools,0874,Franklin Square Elementary School,0.9081195272794073
1010,Greater Clark County Schools,0879,Parkwood Elementary School,0.9274187340018091
1010,Greater Clark County Schools,0883,River Valley Middle School,0.9220057696671097
1010,Greater Clark County Schools,0886,Old Corden Porter School,0.8293118856121537
1125,Clay Community Schools,0895,Clay City Elementary School,0.9566391664329885
1125,Clay Community Schools,0897,Clay City Jr-Sr High School,0.9419252122795558
1125,Clay Community Schools,0901,Jackson Township Elementary School,0.9525920343979255
1125,Clay Community Schools,0907,Staunton Elementary School,0.9571958910440863
1125,Clay Community Schools,0923,Van Buren Elementary School,0.9487325755061401
1125,Clay Community Schools,0925,North Clay Middle School,0.9490448947929797
1125,Clay Community Schools,0933,Northview High School,0.939380406933914
1125,Clay Community Schools,0941,East Side Elementary School,0.9428214442125873
1125,Clay Community Schools,0942,Forest Park Elementary School,0.9289573722877157
1125,Clay Community Schools,0949,Meridian Street Elementary School,0.9547697967509289
1150,Clinton Central School Corporation,0957,Clinton Central Junior-Senior HS,0.93866300122674
1150,Clinton Central School Corporation,0961,Clinton Central Elementary School,0.9289292390956321
1160,Clinton Prairie School Corporation,0977,Clinton Prairie Jr-Sr High School,0.9494587095453615
1160,Clinton Prairie School Corporation,0981,Clinton Prairie Elementary School,0.9506883529567742
1170,Community Schools of Frankfort,0997,Frankfort High School,0.9236492316156703
1170,Community Schools of Frankfort,0999,Frankfort Middle School,0.9356211758446396
1170,Community Schools of Frankfort,1014,Blue Ridge Primary Elementary Sch,0.9474269801508081
1170,Community Schools of Frankfort,1015,Green Meadows Intermediate Elem,0.9599686130061477
1170,Community Schools of Frankfort,1020,Suncrest Elementary School,0.94955424221176
1180,Rossville Con School District,1021,Rossville Middle/Senior High Sch,0.9558825259047552
1180,Rossville Con School District,1033,Rossville Elementary School,0.9560297959471863
1300,Crawford County Community Sch Corp,1037,South Crawford Elementary School,0.9399658504686478
1300,Crawford County Community Sch Corp,1045,West Crawford Elementary School,0.9382088004665933
1300,Crawford County Community Sch Corp,1049,Crawford County Virtual Academy,1.0
1300,Crawford County Community Sch Corp,1059,Crawford County High School,0.9176801172329401
1300,Crawford County Community Sch Corp,1061,Crawford County Middle School,0.930263225146946
1300,Crawford County Community Sch Corp,1065,East Crawford Elementary School,0.9357749944084097
1315,Barr-Reeve Community Schools Inc,1069,Barr Reeve Middle/High School,0.965716890813768
