Corporation ID,Corp Name,ELL N,ELL %,Special Education N,Special Education %,Total Enrollment
3815,Rensselaer Central School Corp,96,0.06477732793522267,309,0.20850202429149797,1482
3945,Jay School Corporation,173,0.057917643120187476,829,0.2775359892869099,2987
3995,Madison Consolidated Schools,58,0.022709475332811275,447,0.1750195771339076,2554
4000,Southwestern-Jefferson Co Con,61,0.047286821705426356,183,0.14186046511627906,1290
4015,Jennings County School Corporation,114,0.02974171667101487,996,0.2598486824941299,3833
4145,Clark-Pleasant Community Sch Corp,930,0.13262977752424415,1231,0.1755561893896178,7012
4205,Center Grove Community School Corp,434,0.04510965596091882,1452,0.15091986280012473,9621
4215,Edinburgh Community School Corp,45,0.05441354292623942,170,0.20556227327690446,827
4225,Franklin Community School Corp,115,0.023551095637927504,944,0.1933237763669875,4883
4245,Greenwood Community Sch Corp,303,0.07511155180961825,683,0.16931085770946952,4034
4255,Nineveh-Hensley-Jackson United,4,0.001943634596695821,317,0.15403304178814384,2058
4315,North Knox School Corp,28,0.02348993288590604,208,0.174496644295302,1192
4325,South Knox School Corp,7,0.0056315366049879325,167,0.13435237329042637,1243
4335,Vincennes Community School Corp,115,0.04382621951219512,466,0.17759146341463414,2624
4345,Wawasee Community School Corp,92,0.03334541500543675,502,0.18194998187749184,2759
4415,Warsaw Community Schools,635,0.09445188160047598,1159,0.1723932768109475,6723
4445,Tippecanoe Valley School Corp,129,0.07422324510932106,336,0.19332566168009205,1738
4455,Whitko Community School Corp,50,0.04149377593360996,282,0.23402489626556017,1205
4515,Prairie Heights Community Sch Corp,24,0.018072289156626505,289,0.21762048192771086,1328
4525,Westview School Corporation,660,0.3335017685699848,259,0.13087417887822134,1979
4535,Lakeland School Corporation,214,0.1371794871794872,318,0.20384615384615384,1560
4570,NW Indiana Special Education Coop,0,0.0,93,0.9029126213592233,103
4580,Hanover Community School Corp,46,0.016446192348945298,420,0.15016088666428315,2797
4590,River Forest Community Sch Corp,131,0.07678780773739742,313,0.18347010550996484,1706
4600,Merrillville Community School Corp,228,0.03886142832793591,1017,0.17334242372592468,5867
4615,Lake Central School Corporation,360,0.03911342894393742,1512,0.16427640156453716,9204
4645,Tri-Creek School Corporation,45,0.014023060143346837,479,0.14926768463695855,3209
4650,Lake Ridge New Tech Schools,94,0.06143790849673202,196,0.12810457516339868,1530
4660,Crown Point Community School Corp,307,0.033595972860582184,1372,0.1501422630772598,9138
4670,School City of East Chicago,638,0.20754716981132076,544,0.17696811971372803,3074
4680,Lake Station Community Schools,90,0.07867132867132867,192,0.16783216783216784,1144
4690,Gary Community School Corp,42,0.010434782608695653,692,0.17192546583850932,4025
4700,Griffith Public Schools,54,0.02704056084126189,306,0.15322984476715074,1997
4710,School City of Hammond,1565,0.13880266075388026,1512,0.1341019955654102,11275
4720,School Town of Highland,115,0.03747148908439231,498,0.16226783968719452,3069
4730,School City of Hobart,93,0.02291769344504682,680,0.16757023164120255,4058
4740,School Town of Munster,116,0.028169014084507043,514,0.12481787275376396,4118
4760,School City of Whiting,167,0.15420129270544783,141,0.13019390581717452,1083
4805,New Prairie United School Corp,48,0.016842105263157894,449,0.15754385964912282,2850
4860,MSD of New Durham Township,12,0.012658227848101266,146,0.1540084388185654,948
4915,Tri-Township Cons School Corp,1,0.003278688524590164,47,0.1540983606557377,305
4925,Michigan City Area Schools,142,0.028275587415372363,1080,0.21505376344086022,5022
4940,South Central Com School Corp,9,0.009259259259259259,162,0.16666666666666666,972
4945,La Porte Community School Corp,411,0.06689453125,1280,0.20833333333333334,6144
5075,North Lawrence Com Schools,10,0.0028433323855558716,650,0.18481660506113165,3517
5085,Mitchell Community Schools,18,0.027692307692307693,157,0.24153846153846154,650
5245,Frankton-Lapel Community Schools,32,0.01040650406504065,548,0.17821138211382115,3075
5255,South Madison Com Sch Corp,117,0.027165080102159275,603,0.14000464360343626,4307
5265,Alexandria Community School Corp,41,0.029181494661921707,284,0.20213523131672598,1405
5275,Anderson Community School Corp,492,0.08148393507784034,1228,0.20337860218615436,6038
5280,Elwood Community School Corp,40,0.027491408934707903,318,0.21855670103092784,1455
5300,MSD Decatur Township,924,0.13884297520661157,1095,0.16453794139744554,6655
5310,Franklin Township Com Sch Corp,1288,0.11459074733096085,1874,0.16672597864768685,11240
5330,MSD Lawrence Township,3678,0.2228820749000121,1989,0.12053084474609138,16502
5340,Perry Township Schools,4916,0.306407379705809,2435,0.15177013213662427,16044
5350,MSD Pike Township,2604,0.2452670245832156,1573,0.14815861354431573,10617
5360,MSD Warren Township,1997,0.17456293706293707,1627,0.14222027972027973,11440
5370,MSD Washington Township,2065,0.19236143455985094,1544,0.143828598043782,10735
5375,MSD Wayne Township,4335,0.2743844547123236,2004,0.1268434711057662,15799
5380,Beech Grove City Schools,153,0.055495103373231776,522,0.1893362350380849,2757
5385,Indianapolis Public Schools,6461,0.2955221149887938,3534,0.16164295842290627,21863
5390,Southside Sp Srvs Of Marion Co,14,0.08333333333333333,158,0.9404761904761905,168
5400,School Town of Speedway,498,0.27836780324203464,223,0.12465064281721633,1789
5455,Culver Community Schools Corp,5,0.0059594755661501785,154,0.1835518474374255,839
5470,Argos Community Schools,15,0.033707865168539325,111,0.24943820224719102,445
5480,Bremen Public Schools,237,0.15705765407554673,237,0.15705765407554673,1509
5485,Plymouth Community School Corp,474,0.1477556109725686,398,0.12406483790523691,3208
5495,Triton School Corporation,21,0.0220125786163522,109,0.11425576519916142,954
5520,Shoals Community School Corp,0,0.0,193,0.29510703363914376,654
5525,Loogootee Community Sch Corp,5,0.00628140703517588,172,0.21608040201005024,796
5615,Maconaquah School Corp,65,0.034031413612565446,330,0.17277486910994763,1910
5620,North Miami Community Schools,12,0.015384615384615385,124,0.15897435897435896,780
5625,Oak Hill United School Corp,13,0.0080545229244114,221,0.1369268897149938,1614
5635,Peru Community Schools,44,0.02391304347826087,284,0.15434782608695652,1840
5705,Richland-Bean Blossom C S C,25,0.009140767824497258,467,0.17074954296160877,2735
5740,Monroe County Community Sch Corp,577,0.05512563294162606,1745,0.16671443584599216,10467
5835,North Montgomery Com Sch Corp,43,0.023130715438407747,351,0.1888111888111888,1859
5845,South Montgomery Com Sch Corp,4,0.0024405125076266015,290,0.17693715680292862,1639
5855,Crawfordsville Community Schools,333,0.13384244372990353,591,0.23754019292604503,2488
5900,Monroe-Gregg School District,57,0.03635204081632653,253,0.16135204081632654,1568
5910,Eminence Community School Corp,0,0.0,60,0.22058823529411764,272
5925,MSD Martinsville Schools,21,0.005145797598627788,873,0.21391815731438374,4081
5930,Mooresville Con School Corp,87,0.020013802622498276,729,0.16770186335403728,4347
5945,North Newton School Corp,34,0.03266090297790586,241,0.23150816522574447,1041
5995,South Newton School Corp,63,0.07249712313003452,160,0.18411967779056387,869
6055,Central Noble Com School Corp,9,0.008310249307479225,179,0.16528162511542013,1083
6060,East Noble School Corporation,140,0.04150607767565965,622,0.1844055736732879,3373
6065,West Noble School Corporation,658,0.30128205128205127,351,0.16071428571428573,2184
6080,Rising Sun-Ohio Co Com,0,0.0,202,0.23653395784543327,854
6145,Orleans Community Schools,2,0.002257336343115124,182,0.2054176072234763,886
6155,Paoli Community School Corp,7,0.005447470817120622,239,0.1859922178988327,1285
6160,Springs Valley Com School Corp,1,0.0011299435028248588,152,0.17175141242937852,885
6195,Spencer-Owen Community Schools,20,0.009029345372460496,389,0.17562076749435665,2215
6260,Southwest Parke Com Sch Corp,4,0.003875968992248062,198,0.19186046511627908,1032
6325,Perry Central Com Schools Corp,1,0.00078125,289,0.22578125,1280
6340,Cannelton City Schools,0,0.0,45,0.22842639593908629,197
6350,Tell City-Troy Twp School Corp,16,0.011764705882352941,320,0.23529411764705882,1360
6375,North Central Parke Comm Schl Corp,4,0.00333889816360601,266,0.22203672787979967,1198
6445,Pike County School Corp,8,0.005018820577164366,336,0.2107904642409034,1594
6460,MSD Boone Township,1,0.000966183574879227,189,0.1826086956521739,1035
6470,Duneland School Corporation,59,0.010197027307293468,972,0.1679917041133771,5786
6510,East Porter County School Corp,24,0.010439321444106133,366,0.15919965202261854,2299
6520,Porter Township School Corp,16,0.010906612133605999,296,0.20177232447171098,1467
6530,Union Township School Corp,15,0.010917030567685589,202,0.1470160116448326,1374
6550,Portage Township Schools,228,0.03460837887067395,1228,0.18639951426836673,6588
6560,Valparaiso Community Schools,145,0.022512032293122188,1040,0.16146561092997982,6441
6590,MSD Mount Vernon,13,0.006307617661329452,581,0.2819019893255701,2061
6600,MSD North Posey Co Schools,1,0.0006770480704129993,243,0.16452268111035884,1477
6620,Eastern Pulaski Community Sch Corp,14,0.012867647058823529,152,0.13970588235294118,1088
6630,West Central School Corp,20,0.032362459546925564,133,0.215210355987055,618
6705,South Putnam Community Schools,8,0.007239819004524887,260,0.23529411764705882,1105
6715,North Putnam Community Schools,0,0.0,290,0.2109090909090909,1375
6750,Cloverdale Community Schools,9,0.003595685177786656,354,0.14143028365960847,2503
6755,Greencastle Community School Corp,29,0.016201117318435754,395,0.2206703910614525,1790
6795,Union School Corporation,179,0.022788033099936347,1632,0.20776575429662636,7855
6805,Randolph Southern School Corp,10,0.019569471624266144,127,0.24853228962818003,511
6820,Monroe Central School Corp,1,0.0008992805755395684,226,0.20323741007194246,1112
6825,Randolph Central School Corp,23,0.01607267645003494,366,0.2557651991614256,1431
6835,Randolph Eastern School Corp,203,0.2196969696969697,167,0.18073593073593072,924
6865,South Ripley Com Sch Corp,3,0.002770083102493075,238,0.21975992613111728,1083
6895,Batesville Community School Corp,44,0.01981089599279604,325,0.14633048176497074,2221
6900,Jac-Cen-Del Community Sch Corp,2,0.002570694087403599,179,0.2300771208226221,778
6910,Milan Community Schools,4,0.0037488284910965324,229,0.21462043111527648,1067
6995,Rush County Schools,6,0.003278688524590164,315,0.1721311475409836,1830
7150,John Glenn School Corporation,10,0.005,303,0.1515,2000
7175,Penn-Harris-Madison School Corp,355,0.03076789738256197,1306,0.11319119431443925,11538
7200,School City of Mishawaka,139,0.027612236789829162,951,0.18891537544696066,5034
7205,South Bend Community School Corp,1708,0.11790694463620047,2642,0.18238299047356069,14486
7215,Union-North United School Corp,18,0.014669926650366748,184,0.14995925020374898,1227
7230,Scott County School District 1,14,0.011326860841423949,193,0.15614886731391586,1236
7255,Scott County School District 2,36,0.0130956711531466,576,0.2095307384503456,2749
7285,Shelby Eastern Schools,14,0.010903426791277258,234,0.1822429906542056,1284
7350,Northwestern Con School Corp,13,0.009193776520509194,228,0.16124469589816123,1414
7360,Southwestern Con Sch Shelby Co,10,0.015105740181268883,93,0.1404833836858006,662
7365,Shelbyville Central Schools,347,0.0871202611097163,691,0.17348732111473764,3983
7385,North Spencer County Sch Corp,99,0.04678638941398866,432,0.20415879017013233,2116
7445,South Spencer County Sch Corp,2,0.0018656716417910447,202,0.1884328358208955,1072
7495,Oregon-Davis School Corp,3,0.005639097744360902,82,0.15413533834586465,532
7515,North Judson-San Pierre Sch Corp,2,0.0022371364653243847,162,0.18120805369127516,894
7525,Knox Community School Corp,10,0.005868544600938967,285,0.16725352112676056,1704
7605,Fremont Community Schools,11,0.01120162932790224,142,0.1446028513238289,982
7610,Hamilton Community Schools,0,0.0,65,0.1867816091954023,348
7615,MSD Steuben County,141,0.05674044265593561,402,0.16177062374245474,2485
7645,Northeast School Corp,0,0.0,161,0.20881971465629054,771
7715,Southwest School Corporation,18,0.009994447529150472,290,0.16102165463631316,1801
7775,Switzerland County School Corp,1,0.0006954102920723226,262,0.18219749652294853,1438
7855,Lafayette School Corporation,1060,0.14821029082774048,1356,0.18959731543624161,7152
7865,Tippecanoe School Corp,954,0.0705308295135295,2085,0.1541475676474937,13526
7875,West Lafayette Com School Corp,207,0.088348271446863,184,0.078531796841656,2343
7935,Tri-Central Community Schools,18,0.022813688212927757,117,0.1482889733840304,789
7945,Tipton Community School Corp,37,0.0262597586941093,208,0.14762242725337119,1409
7950,Union Co/Clg Corner Joint Sch Dist,2,0.0015515903801396431,275,0.21334367726920092,1289
7995,Evansville Vanderburgh School Corp,1156,0.05390785301249767,3730,0.17394142883790337,21444
8010,North Vermillion Com Sch Corp,3,0.004531722054380665,112,0.1691842900302115,662
8020,South Vermillion Com Sch Corp,3,0.0018963337547408343,296,0.18710493046776233,1582
8030,Vigo County School Corp,250,0.018485655131617866,3113,0.23018337769890565,13524
8045,Manchester Community Schools,78,0.05527994330262225,177,0.1254429482636428,1411
8050,MSD Wabash County Schools,14,0.006084311169056932,326,0.14167753150804,2301
8060,Wabash City Schools,19,0.012524719841793012,289,0.1905075807514832,1517
8115,MSD Warren County,6,0.004341534008683068,221,0.15991316931982633,1382
8130,Warrick County School Corp,221,0.02208895552223888,2163,0.216191904047976,10005
8205,Salem Community Schools,10,0.006042296072507553,292,0.17643504531722054,1655
8215,East Washington School Corp,5,0.0036900369003690036,292,0.2154981549815498,1355
8220,West Washington School Corp,0,0.0,163,0.17321997874601489,941
8305,Nettle Creek School Corporation,9,0.007550335570469799,157,0.13171140939597314,1192
8355,Western Wayne Schools,9,0.012345679012345678,132,0.18106995884773663,729
8360,Centerville-Abington Com Schs,4,0.0022497187851518562,290,0.16310461192350956,1778
8375,Northeastern Wayne Schools,2,0.0015082956259426848,235,0.17722473604826547,1326
8385,Richmond Community Schools,311,0.06940415085918322,1160,0.2588707877705869,4481
8425,Southern Wells Com Schools,13,0.014722536806342015,106,0.12004530011325028,883
8435,Norwell Community Schools,40,0.016400164001640016,324,0.13284132841328414,2439
8445,MSD Bluffton-Harrison,60,0.03367003367003367,301,0.16891133557800225,1782
8515,North White School Corp,315,0.3507795100222717,106,0.11804008908685969,898
8525,Frontier School Corporation,6,0.009036144578313253,115,0.17319277108433734,664
8535,Tri-County School Corporation,24,0.030927835051546393,153,0.19716494845360824,776
8565,Twin Lakes School Corp,169,0.07741639945029775,349,0.15987173614292258,2183
8625,Smith-Green Community Schools,2,0.0017761989342806395,192,0.1705150976909414,1126
8635,Purdue Polytechnic High Sch North,11,0.04198473282442748,42,0.16030534351145037,262
8655,Excel Center - Bloomington,2,0.017241379310344827,8,0.06896551724137931,116
8665,Whitley County Con Schools,35,0.009485094850948509,746,0.2021680216802168,3690
8675,Invent Learning Hub,17,0.09497206703910614,33,0.18435754189944134,179
8685,PLA at George H Fisher School 93,138,0.3341404358353511,50,0.12106537530266344,413
8690,Dynamic Minds Academy,3,0.023076923076923078,118,0.9076923076923077,130
8940,James and Rosemary Phalen Leadership Academy High School,113,0.23443983402489627,45,0.09336099585062241,482
8950,Phalen Leadership Academy at Francis Scott Key School 103,348,0.5532591414944356,43,0.06836248012718601,629
8960,Purdue Polytechnic High School South Bend,21,0.13636363636363635,30,0.19480519480519481,154
8970,GEO Next Generation Academy,76,0.34234234234234234,18,0.08108108108108109,222
8980,The PATH School,308,0.5032679738562091,43,0.07026143790849673,612
9000,Phalen Virtual Leadership Academy,18,0.06228373702422145,10,0.03460207612456748,289
9004,Paramount School of Excellence South Bend,8,0.025236593059936908,41,0.12933753943217666,317
9015,Purdue Polytechnic High School Ind,74,0.12802768166089964,71,0.12283737024221453,578
9022,Paramount School of Excellence Lafayette,5,0.028901734104046242,39,0.2254335260115607,173
9027,Success Academy at Boys and Girls Club,3,0.033707865168539325,3,0.033707865168539325,89
9030,Otwell Miller Academy,0,0.0,15,0.14705882352941177,102
9035,Indiana Connections Career Academy,11,0.015193370165745856,127,0.17541436464088397,724
9036,Excel Center - Southeast,5,0.046296296296296294,4,0.037037037037037035,108
9040,Avondale Meadows Middle School,5,0.024875621890547265,39,0.19402985074626866,201
9043,Premier Arts Academy,15,0.07853403141361257,38,0.19895287958115182,191
9045,James & Rosemary Phalen Leadership Academy Middle School,58,0.21804511278195488,27,0.10150375939849623,266
9048,The Portage School of Leaders,3,0.15789473684210525,2,0.10526315789473684,19
9050,Excel Center - Clarksville,12,0.033707865168539325,51,0.14325842696629212,356
9054,The Genius School,14,0.10294117647058823,9,0.0661764705882353,136
9055,Excel Center - Hammond,5,0.028409090909090908,1,0.005681818181818182,176
9060,Paramount Cottage Home,19,0.05307262569832402,38,0.10614525139664804,358
9065,Allegiant Preparatory Academy,11,0.07142857142857142,14,0.09090909090909091,154
9080,Vanguard Collegiate of Indy,5,0.125,1,0.025,40
9085,pilotED Schools,24,0.11059907834101383,19,0.08755760368663594,217
9090,Matchbook Learning  ,292,0.45482866043613707,52,0.08099688473520249,642
9100,Indiana Department of Correction,0,0.0,6,0.015957446808510637,376
9120,Hoosier College and Career Academy,20,0.025510204081632654,118,0.15051020408163265,784
9130,Adelante Schools,90,0.20361990950226244,69,0.15610859728506787,442
9135,KIPP Indy Legacy High,55,0.14248704663212436,80,0.20725388601036268,386
9140,BELIEVE Circle City High School,79,0.2831541218637993,48,0.17204301075268819,279
9145,Herron-Riverside High School,71,0.17839195979899497,61,0.15326633165829145,398
9150,Circle City Prep Charter School,82,0.24260355029585798,2,0.005917159763313609,338
9160,Excel Center - Muncie,4,0.014134275618374558,24,0.08480565371024736,283
9165,Paramount Englewood,31,0.13596491228070176,33,0.14473684210526316,228
9170,Rooted School Indianapolis,4,0.02531645569620253,16,0.10126582278481013,158
9190,Excel Center - Gary ,1,0.0078125,2,0.015625,128
9195,Timothy L. Johnson Academy Middle ,96,0.5748502994011976,8,0.04790419161676647,167
9305,Excel Center - Richmond,5,0.024509803921568627,24,0.11764705882352941,204
9310,Charter School of the Dunes,3,0.004451038575667656,56,0.0830860534124629,674
9315,Signature School Inc,5,0.013227513227513227,0,0.0,378
9320,Community Montessori Inc,3,0.006172839506172839,141,0.29012345679012347,486
9325,Options Charter Schools,24,0.023414634146341463,316,0.30829268292682926,1025
9330,Irvington Community School,38,0.04046858359957402,110,0.11714589989350373,939
9335,Excel Center - West,32,0.08913649025069638,7,0.019498607242339833,359
9345,Excel Center - Lafayette,15,0.04120879120879121,62,0.17032967032967034,364
9350,Timothy L Johnson Academy,273,0.6928934010152284,17,0.04314720812182741,394
9355,Excel Center - Kokomo,2,0.005221932114882507,57,0.14882506527415143,383
9365,Enlace Academy,520,0.7692307692307693,82,0.12130177514792899,676
9380,Christel House Academy South,210,0.22483940042826553,121,0.12955032119914348,934
9385,Christel House DORS,56,0.05639476334340383,12,0.012084592145015106,993
9395,Christel House Academy West,221,0.45010183299389,46,0.09368635437881874,491
9400,KIPP Indy College Prep Middle,49,0.13279132791327913,59,0.15989159891598917,369
9410,KIPP Indy Unite Elementary,93,0.13135593220338984,66,0.09322033898305085,708
9425,Tindley Genesis Academy,28,0.07052896725440806,35,0.08816120906801007,397
